,reaction_id,reaction_type,product_id,reactant_ids,product_smiles,reactant_smiles,product_mol,reactant_mols,reaction_smiles,participating_compounds
75751,75752,Williamson_ether_synthesis,77245,"{24769, 22445}",CN(C)C(=O)COc1ccc(F)c(NC(=O)CO)c1,"{'O=C(CO)Nc1cc(O)ccc1F', 'CN(C)C(=O)CCl'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd652a90>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e324b2680>, <rdkit.Chem.rdchem.Mol object at 0x7f6e324b26d0>}",O=C(CO)Nc1cc(O)ccc1F.CN(C)C(=O)CCl>>CN(C)C(=O)COc1ccc(F)c(NC(=O)CO)c1,"{'O=C(CO)Nc1cc(O)ccc1F', 'CN(C)C(=O)CCl', 'CN(C)C(=O)COc1ccc(F)c(NC(=O)CO)c1'}"
75768,75769,Williamson_ether_synthesis,77262,"{23705, 24769}",Cc1cc(NC(=O)CO)cc(OCC(=O)N(C)C)c1,"{'CN(C)C(=O)CCl', 'Cc1cc(O)cc(NC(=O)CO)c1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd5d9040>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e324bb090>, <rdkit.Chem.rdchem.Mol object at 0x7f6e324bb040>}",CN(C)C(=O)CCl.Cc1cc(O)cc(NC(=O)CO)c1>>Cc1cc(NC(=O)CO)cc(OCC(=O)N(C)C)c1,"{'CN(C)C(=O)CCl', 'Cc1cc(O)cc(NC(=O)CO)c1', 'Cc1cc(NC(=O)CO)cc(OCC(=O)N(C)C)c1'}"
75769,75770,Williamson_ether_synthesis,77263,"{21208, 24782}",O=C(CO)Nc1cccc(OCC(=O)N2CCC2)c1,"{'O=C(CO)Nc1cccc(O)c1', 'O=C(CCl)N1CCC1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd5d9090>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e324bb130>, <rdkit.Chem.rdchem.Mol object at 0x7f6e324bb0e0>}",O=C(CO)Nc1cccc(O)c1.O=C(CCl)N1CCC1>>O=C(CO)Nc1cccc(OCC(=O)N2CCC2)c1,"{'O=C(CO)Nc1cccc(O)c1', 'O=C(CO)Nc1cccc(OCC(=O)N2CCC2)c1', 'O=C(CCl)N1CCC1'}"
75770,75771,Williamson_ether_synthesis,77264,"{21208, 24778}",CCN(C)C(=O)COc1cccc(NC(=O)CO)c1,"{'O=C(CO)Nc1cccc(O)c1', 'CCN(C)C(=O)CCl'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd5d90e0>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e324bb180>, <rdkit.Chem.rdchem.Mol object at 0x7f6e324bb1d0>}",O=C(CO)Nc1cccc(O)c1.CCN(C)C(=O)CCl>>CCN(C)C(=O)COc1cccc(NC(=O)CO)c1,"{'O=C(CO)Nc1cccc(O)c1', 'CCN(C)C(=O)CCl', 'CCN(C)C(=O)COc1cccc(NC(=O)CO)c1'}"
75773,75774,Williamson_ether_synthesis,77267,"{21208, 24784}",CC(Oc1cccc(NC(=O)CO)c1)C(=O)N(C)C,"{'CC(Cl)C(=O)N(C)C', 'O=C(CO)Nc1cccc(O)c1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd5d91d0>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e324bb3b0>, <rdkit.Chem.rdchem.Mol object at 0x7f6e324bb360>}",CC(Cl)C(=O)N(C)C.O=C(CO)Nc1cccc(O)c1>>CC(Oc1cccc(NC(=O)CO)c1)C(=O)N(C)C,"{'CC(Cl)C(=O)N(C)C', 'O=C(CO)Nc1cccc(O)c1', 'CC(Oc1cccc(NC(=O)CO)c1)C(=O)N(C)C'}"
75835,75836,Williamson_ether_synthesis,77332,"{31627, 24782}",Cc1ccc(OCC(=O)N2CCC2)cc1NC(=O)CO,"{'O=C(CCl)N1CCC1', 'Cc1ccc(O)cc1NC(=O)CO'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd5e0590>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e3244c810>, <rdkit.Chem.rdchem.Mol object at 0x7f6e3244c860>}",O=C(CCl)N1CCC1.Cc1ccc(O)cc1NC(=O)CO>>Cc1ccc(OCC(=O)N2CCC2)cc1NC(=O)CO,"{'Cc1ccc(OCC(=O)N2CCC2)cc1NC(=O)CO', 'O=C(CCl)N1CCC1', 'Cc1ccc(O)cc1NC(=O)CO'}"
75836,75837,Williamson_ether_synthesis,77333,"{31627, 24782}",Cc1ccc(O)cc1NC(=O)COCC(=O)N1CCC1,"{'O=C(CCl)N1CCC1', 'Cc1ccc(O)cc1NC(=O)CO'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd5e05e0>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e3244c900>, <rdkit.Chem.rdchem.Mol object at 0x7f6e3244c8b0>}",O=C(CCl)N1CCC1.Cc1ccc(O)cc1NC(=O)CO>>Cc1ccc(O)cc1NC(=O)COCC(=O)N1CCC1,"{'Cc1ccc(O)cc1NC(=O)COCC(=O)N1CCC1', 'O=C(CCl)N1CCC1', 'Cc1ccc(O)cc1NC(=O)CO'}"
75848,75849,Williamson_ether_synthesis,77345,"{24778, 31627}",CCN(C)C(=O)COCC(=O)Nc1cc(O)ccc1C,"{'CCN(C)C(=O)CCl', 'Cc1ccc(O)cc1NC(=O)CO'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd5e09a0>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e32455090>, <rdkit.Chem.rdchem.Mol object at 0x7f6e324550e0>}",CCN(C)C(=O)CCl.Cc1ccc(O)cc1NC(=O)CO>>CCN(C)C(=O)COCC(=O)Nc1cc(O)ccc1C,"{'CCN(C)C(=O)CCl', 'CCN(C)C(=O)COCC(=O)Nc1cc(O)ccc1C', 'Cc1ccc(O)cc1NC(=O)CO'}"
75849,75850,Williamson_ether_synthesis,77346,"{24784, 23705}",Cc1cc(NC(=O)CO)cc(OC(C)C(=O)N(C)C)c1,"{'CC(Cl)C(=O)N(C)C', 'Cc1cc(O)cc(NC(=O)CO)c1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd5e09f0>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e32455180>, <rdkit.Chem.rdchem.Mol object at 0x7f6e32455130>}",CC(Cl)C(=O)N(C)C.Cc1cc(O)cc(NC(=O)CO)c1>>Cc1cc(NC(=O)CO)cc(OC(C)C(=O)N(C)C)c1,"{'Cc1cc(NC(=O)CO)cc(OC(C)C(=O)N(C)C)c1', 'CC(Cl)C(=O)N(C)C', 'Cc1cc(O)cc(NC(=O)CO)c1'}"
75850,75851,Williamson_ether_synthesis,77347,"{24784, 23705}",Cc1cc(O)cc(NC(=O)COC(C)C(=O)N(C)C)c1,"{'CC(Cl)C(=O)N(C)C', 'Cc1cc(O)cc(NC(=O)CO)c1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd5e0a40>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e32455220>, <rdkit.Chem.rdchem.Mol object at 0x7f6e324551d0>}",CC(Cl)C(=O)N(C)C.Cc1cc(O)cc(NC(=O)CO)c1>>Cc1cc(O)cc(NC(=O)COC(C)C(=O)N(C)C)c1,"{'Cc1cc(O)cc(NC(=O)COC(C)C(=O)N(C)C)c1', 'CC(Cl)C(=O)N(C)C', 'Cc1cc(O)cc(NC(=O)CO)c1'}"
75851,75852,Williamson_ether_synthesis,77348,"{23705, 24778}",CCN(C)C(=O)COc1cc(C)cc(NC(=O)CO)c1,"{'CCN(C)C(=O)CCl', 'Cc1cc(O)cc(NC(=O)CO)c1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd5e0a90>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e324552c0>, <rdkit.Chem.rdchem.Mol object at 0x7f6e32455270>}",CCN(C)C(=O)CCl.Cc1cc(O)cc(NC(=O)CO)c1>>CCN(C)C(=O)COc1cc(C)cc(NC(=O)CO)c1,"{'CCN(C)C(=O)COc1cc(C)cc(NC(=O)CO)c1', 'CCN(C)C(=O)CCl', 'Cc1cc(O)cc(NC(=O)CO)c1'}"
75852,75853,Williamson_ether_synthesis,77349,"{23705, 24778}",CCN(C)C(=O)COCC(=O)Nc1cc(C)cc(O)c1,"{'CCN(C)C(=O)CCl', 'Cc1cc(O)cc(NC(=O)CO)c1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd5e0ae0>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e32455310>, <rdkit.Chem.rdchem.Mol object at 0x7f6e32455360>}",CCN(C)C(=O)CCl.Cc1cc(O)cc(NC(=O)CO)c1>>CCN(C)C(=O)COCC(=O)Nc1cc(C)cc(O)c1,"{'CCN(C)C(=O)COCC(=O)Nc1cc(C)cc(O)c1', 'CCN(C)C(=O)CCl', 'Cc1cc(O)cc(NC(=O)CO)c1'}"
75856,75857,Williamson_ether_synthesis,77353,"{23705, 24782}",Cc1cc(O)cc(NC(=O)COCC(=O)N2CCC2)c1,"{'Cc1cc(O)cc(NC(=O)CO)c1', 'O=C(CCl)N1CCC1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd5e0c20>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e32455590>, <rdkit.Chem.rdchem.Mol object at 0x7f6e324555e0>}",Cc1cc(O)cc(NC(=O)CO)c1.O=C(CCl)N1CCC1>>Cc1cc(O)cc(NC(=O)COCC(=O)N2CCC2)c1,"{'Cc1cc(O)cc(NC(=O)COCC(=O)N2CCC2)c1', 'Cc1cc(O)cc(NC(=O)CO)c1', 'O=C(CCl)N1CCC1'}"
75857,75858,Williamson_ether_synthesis,77354,"{24784, 31627}",Cc1ccc(OC(C)C(=O)N(C)C)cc1NC(=O)CO,"{'CC(Cl)C(=O)N(C)C', 'Cc1ccc(O)cc1NC(=O)CO'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd5e0c70>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e32455680>, <rdkit.Chem.rdchem.Mol object at 0x7f6e32455630>}",CC(Cl)C(=O)N(C)C.Cc1ccc(O)cc1NC(=O)CO>>Cc1ccc(OC(C)C(=O)N(C)C)cc1NC(=O)CO,"{'CC(Cl)C(=O)N(C)C', 'Cc1ccc(OC(C)C(=O)N(C)C)cc1NC(=O)CO', 'Cc1ccc(O)cc1NC(=O)CO'}"
75858,75859,Williamson_ether_synthesis,77355,"{24784, 31627}",Cc1ccc(O)cc1NC(=O)COC(C)C(=O)N(C)C,"{'CC(Cl)C(=O)N(C)C', 'Cc1ccc(O)cc1NC(=O)CO'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd5e0cc0>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e32455720>, <rdkit.Chem.rdchem.Mol object at 0x7f6e324556d0>}",CC(Cl)C(=O)N(C)C.Cc1ccc(O)cc1NC(=O)CO>>Cc1ccc(O)cc1NC(=O)COC(C)C(=O)N(C)C,"{'CC(Cl)C(=O)N(C)C', 'Cc1ccc(O)cc1NC(=O)COC(C)C(=O)N(C)C', 'Cc1ccc(O)cc1NC(=O)CO'}"
75859,75860,Williamson_ether_synthesis,77356,"{24778, 31627}",CCN(C)C(=O)COc1ccc(C)c(NC(=O)CO)c1,"{'CCN(C)C(=O)CCl', 'Cc1ccc(O)cc1NC(=O)CO'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd5e0d10>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e324557c0>, <rdkit.Chem.rdchem.Mol object at 0x7f6e32455770>}",CCN(C)C(=O)CCl.Cc1ccc(O)cc1NC(=O)CO>>CCN(C)C(=O)COc1ccc(C)c(NC(=O)CO)c1,"{'CCN(C)C(=O)COc1ccc(C)c(NC(=O)CO)c1', 'CCN(C)C(=O)CCl', 'Cc1ccc(O)cc1NC(=O)CO'}"
75860,75861,Williamson_ether_synthesis,77357,"{23705, 24782}",Cc1cc(NC(=O)CO)cc(OCC(=O)N2CCC2)c1,"{'Cc1cc(O)cc(NC(=O)CO)c1', 'O=C(CCl)N1CCC1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd5e0d60>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e32455810>, <rdkit.Chem.rdchem.Mol object at 0x7f6e32455860>}",Cc1cc(O)cc(NC(=O)CO)c1.O=C(CCl)N1CCC1>>Cc1cc(NC(=O)CO)cc(OCC(=O)N2CCC2)c1,"{'Cc1cc(O)cc(NC(=O)CO)c1', 'O=C(CCl)N1CCC1', 'Cc1cc(NC(=O)CO)cc(OCC(=O)N2CCC2)c1'}"
75947,75948,Williamson_ether_synthesis,77448,"{24769, 31743}",COc1ccc(C)c(NC(=O)COCC(=O)N(C)C)c1,"{'COc1ccc(C)c(NC(=O)CO)c1', 'CN(C)C(=O)CCl'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd5ec950>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e3246f9a0>, <rdkit.Chem.rdchem.Mol object at 0x7f6e3246f9f0>}",COc1ccc(C)c(NC(=O)CO)c1.CN(C)C(=O)CCl>>COc1ccc(C)c(NC(=O)COCC(=O)N(C)C)c1,"{'COc1ccc(C)c(NC(=O)CO)c1', 'CN(C)C(=O)CCl', 'COc1ccc(C)c(NC(=O)COCC(=O)N(C)C)c1'}"
76039,76040,Williamson_ether_synthesis,77549,"{21208, 24831}",CCN(CC)C(=O)COc1cccc(NC(=O)CO)c1,"{'CCN(CC)C(=O)CCl', 'O=C(CO)Nc1cccc(O)c1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd5f96d0>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e3240af90>, <rdkit.Chem.rdchem.Mol object at 0x7f6e3240af40>}",CCN(CC)C(=O)CCl.O=C(CO)Nc1cccc(O)c1>>CCN(CC)C(=O)COc1cccc(NC(=O)CO)c1,"{'CCN(CC)C(=O)CCl', 'O=C(CO)Nc1cccc(O)c1', 'CCN(CC)C(=O)COc1cccc(NC(=O)CO)c1'}"
76040,76041,Williamson_ether_synthesis,77550,"{21208, 24786}",CC(C)N(C)C(=O)COCC(=O)Nc1cccc(O)c1,"{'O=C(CO)Nc1cccc(O)c1', 'CC(C)N(C)C(=O)CCl'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd5f9720>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e32411090>, <rdkit.Chem.rdchem.Mol object at 0x7f6e32411040>}",O=C(CO)Nc1cccc(O)c1.CC(C)N(C)C(=O)CCl>>CC(C)N(C)C(=O)COCC(=O)Nc1cccc(O)c1,"{'O=C(CO)Nc1cccc(O)c1', 'CC(C)N(C)C(=O)COCC(=O)Nc1cccc(O)c1', 'CC(C)N(C)C(=O)CCl'}"
76041,76042,Williamson_ether_synthesis,77551,"{21208, 24786}",CC(C)N(C)C(=O)COc1cccc(NC(=O)CO)c1,"{'O=C(CO)Nc1cccc(O)c1', 'CC(C)N(C)C(=O)CCl'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd5f9770>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e32411130>, <rdkit.Chem.rdchem.Mol object at 0x7f6e324110e0>}",O=C(CO)Nc1cccc(O)c1.CC(C)N(C)C(=O)CCl>>CC(C)N(C)C(=O)COc1cccc(NC(=O)CO)c1,"{'O=C(CO)Nc1cccc(O)c1', 'CC(C)N(C)C(=O)COc1cccc(NC(=O)CO)c1', 'CC(C)N(C)C(=O)CCl'}"
76053,76054,Williamson_ether_synthesis,77564,"{21208, 24853}",O=C(CO)Nc1cccc(OCC(=O)N2CCCC2)c1,"{'O=C(CO)Nc1cccc(O)c1', 'O=C(CCl)N1CCCC1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd5f9b30>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e32411810>, <rdkit.Chem.rdchem.Mol object at 0x7f6e32411860>}",O=C(CO)Nc1cccc(O)c1.O=C(CCl)N1CCCC1>>O=C(CO)Nc1cccc(OCC(=O)N2CCCC2)c1,"{'O=C(CO)Nc1cccc(OCC(=O)N2CCCC2)c1', 'O=C(CO)Nc1cccc(O)c1', 'O=C(CCl)N1CCCC1'}"
76092,76093,Williamson_ether_synthesis,77603,"{21208, 25117}",CC(=O)C(Oc1cccc(NC(=O)CO)c1)C(=O)N(C)C,"{'CC(=O)C(Cl)C(=O)N(C)C', 'O=C(CO)Nc1cccc(O)c1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd6017c0>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e32421180>, <rdkit.Chem.rdchem.Mol object at 0x7f6e32421130>}",CC(=O)C(Cl)C(=O)N(C)C.O=C(CO)Nc1cccc(O)c1>>CC(=O)C(Oc1cccc(NC(=O)CO)c1)C(=O)N(C)C,"{'CC(=O)C(Cl)C(=O)N(C)C', 'O=C(CO)Nc1cccc(O)c1', 'CC(=O)C(Oc1cccc(NC(=O)CO)c1)C(=O)N(C)C'}"
76119,76120,Williamson_ether_synthesis,77630,"{21208, 25115}",CCN(CC)C(=O)C(C)Oc1cccc(NC(=O)CO)c1,"{'O=C(CO)Nc1cccc(O)c1', 'CCN(CC)C(=O)C(C)Cl'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd608090>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e3242b2c0>, <rdkit.Chem.rdchem.Mol object at 0x7f6e3242b270>}",O=C(CO)Nc1cccc(O)c1.CCN(CC)C(=O)C(C)Cl>>CCN(CC)C(=O)C(C)Oc1cccc(NC(=O)CO)c1,"{'O=C(CO)Nc1cccc(O)c1', 'CCN(CC)C(=O)C(C)Oc1cccc(NC(=O)CO)c1', 'CCN(CC)C(=O)C(C)Cl'}"
76272,76273,Williamson_ether_synthesis,77785,"{21208, 25025}",CC(Oc1cccc(NC(=O)CO)c1)C(=O)N1CCCC1,"{'CC(Cl)C(=O)N1CCCC1', 'O=C(CO)Nc1cccc(O)c1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd59c180>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e323de3b0>, <rdkit.Chem.rdchem.Mol object at 0x7f6e323de360>}",CC(Cl)C(=O)N1CCCC1.O=C(CO)Nc1cccc(O)c1>>CC(Oc1cccc(NC(=O)CO)c1)C(=O)N1CCCC1,"{'CC(Cl)C(=O)N1CCCC1', 'O=C(CO)Nc1cccc(O)c1', 'CC(Oc1cccc(NC(=O)CO)c1)C(=O)N1CCCC1'}"
76289,76290,Williamson_ether_synthesis,77802,"{21208, 25121}",CCCCN(C)C(=O)COc1cccc(NC(=O)CO)c1,"{'O=C(CO)Nc1cccc(O)c1', 'CCCCN(C)C(=O)CCl'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd59c6d0>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e323dee00>, <rdkit.Chem.rdchem.Mol object at 0x7f6e323dee50>}",O=C(CO)Nc1cccc(O)c1.CCCCN(C)C(=O)CCl>>CCCCN(C)C(=O)COc1cccc(NC(=O)CO)c1,"{'O=C(CO)Nc1cccc(O)c1', 'CCCCN(C)C(=O)CCl', 'CCCCN(C)C(=O)COc1cccc(NC(=O)CO)c1'}"
76303,76304,Williamson_ether_synthesis,77818,"{21208, 25087}",O=C(CO)Nc1cccc(OCC(=O)N2CCNC2=O)c1,"{'O=C(CCl)N1CCNC1=O', 'O=C(CO)Nc1cccc(O)c1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd59cb30>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e323e6680>, <rdkit.Chem.rdchem.Mol object at 0x7f6e323e66d0>}",O=C(CCl)N1CCNC1=O.O=C(CO)Nc1cccc(O)c1>>O=C(CO)Nc1cccc(OCC(=O)N2CCNC2=O)c1,"{'O=C(CCl)N1CCNC1=O', 'O=C(CO)Nc1cccc(O)c1', 'O=C(CO)Nc1cccc(OCC(=O)N2CCNC2=O)c1'}"
76330,76331,Williamson_ether_synthesis,77845,"{31627, 24831}",CCN(CC)C(=O)COc1ccc(C)c(NC(=O)CO)c1,"{'CCN(CC)C(=O)CCl', 'Cc1ccc(O)cc1NC(=O)CO'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd5a3400>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e323ef810>, <rdkit.Chem.rdchem.Mol object at 0x7f6e323ef7c0>}",CCN(CC)C(=O)CCl.Cc1ccc(O)cc1NC(=O)CO>>CCN(CC)C(=O)COc1ccc(C)c(NC(=O)CO)c1,"{'CCN(CC)C(=O)CCl', 'CCN(CC)C(=O)COc1ccc(C)c(NC(=O)CO)c1', 'Cc1ccc(O)cc1NC(=O)CO'}"
76331,76332,Williamson_ether_synthesis,77846,"{31627, 24831}",CCN(CC)C(=O)COCC(=O)Nc1cc(O)ccc1C,"{'CCN(CC)C(=O)CCl', 'Cc1ccc(O)cc1NC(=O)CO'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd5a3450>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e323ef8b0>, <rdkit.Chem.rdchem.Mol object at 0x7f6e323ef860>}",CCN(CC)C(=O)CCl.Cc1ccc(O)cc1NC(=O)CO>>CCN(CC)C(=O)COCC(=O)Nc1cc(O)ccc1C,"{'CCN(CC)C(=O)CCl', 'CCN(CC)C(=O)COCC(=O)Nc1cc(O)ccc1C', 'Cc1ccc(O)cc1NC(=O)CO'}"
76332,76333,Williamson_ether_synthesis,77847,"{24786, 31627}",Cc1ccc(OCC(=O)N(C)C(C)C)cc1NC(=O)CO,"{'CC(C)N(C)C(=O)CCl', 'Cc1ccc(O)cc1NC(=O)CO'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd5a34a0>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e323ef900>, <rdkit.Chem.rdchem.Mol object at 0x7f6e323ef950>}",CC(C)N(C)C(=O)CCl.Cc1ccc(O)cc1NC(=O)CO>>Cc1ccc(OCC(=O)N(C)C(C)C)cc1NC(=O)CO,"{'Cc1ccc(OCC(=O)N(C)C(C)C)cc1NC(=O)CO', 'CC(C)N(C)C(=O)CCl', 'Cc1ccc(O)cc1NC(=O)CO'}"
76333,76334,Williamson_ether_synthesis,77848,"{24786, 31627}",Cc1ccc(O)cc1NC(=O)COCC(=O)N(C)C(C)C,"{'CC(C)N(C)C(=O)CCl', 'Cc1ccc(O)cc1NC(=O)CO'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd5a34f0>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e323ef9a0>, <rdkit.Chem.rdchem.Mol object at 0x7f6e323ef9f0>}",CC(C)N(C)C(=O)CCl.Cc1ccc(O)cc1NC(=O)CO>>Cc1ccc(O)cc1NC(=O)COCC(=O)N(C)C(C)C,"{'Cc1ccc(O)cc1NC(=O)COCC(=O)N(C)C(C)C', 'CC(C)N(C)C(=O)CCl', 'Cc1ccc(O)cc1NC(=O)CO'}"
76337,76338,Williamson_ether_synthesis,77852,"{31627, 24853}",Cc1ccc(OCC(=O)N2CCCC2)cc1NC(=O)CO,"{'O=C(CCl)N1CCCC1', 'Cc1ccc(O)cc1NC(=O)CO'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd5a3630>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e323efc20>, <rdkit.Chem.rdchem.Mol object at 0x7f6e323efc70>}",O=C(CCl)N1CCCC1.Cc1ccc(O)cc1NC(=O)CO>>Cc1ccc(OCC(=O)N2CCCC2)cc1NC(=O)CO,"{'Cc1ccc(OCC(=O)N2CCCC2)cc1NC(=O)CO', 'O=C(CCl)N1CCCC1', 'Cc1ccc(O)cc1NC(=O)CO'}"
76338,76339,Williamson_ether_synthesis,77853,"{31627, 24853}",Cc1ccc(O)cc1NC(=O)COCC(=O)N1CCCC1,"{'O=C(CCl)N1CCCC1', 'Cc1ccc(O)cc1NC(=O)CO'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd5a3680>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e323efd10>, <rdkit.Chem.rdchem.Mol object at 0x7f6e323efcc0>}",O=C(CCl)N1CCCC1.Cc1ccc(O)cc1NC(=O)CO>>Cc1ccc(O)cc1NC(=O)COCC(=O)N1CCCC1,"{'Cc1ccc(O)cc1NC(=O)COCC(=O)N1CCCC1', 'O=C(CCl)N1CCCC1', 'Cc1ccc(O)cc1NC(=O)CO'}"
76387,76388,Williamson_ether_synthesis,77902,"{24784, 31743}",COc1ccc(C)c(NC(=O)COC(C)C(=O)N(C)C)c1,"{'CC(Cl)C(=O)N(C)C', 'COc1ccc(C)c(NC(=O)CO)c1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd5ab630>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e32381c20>, <rdkit.Chem.rdchem.Mol object at 0x7f6e32381c70>}",CC(Cl)C(=O)N(C)C.COc1ccc(C)c(NC(=O)CO)c1>>COc1ccc(C)c(NC(=O)COC(C)C(=O)N(C)C)c1,"{'CC(Cl)C(=O)N(C)C', 'COc1ccc(C)c(NC(=O)CO)c1', 'COc1ccc(C)c(NC(=O)COC(C)C(=O)N(C)C)c1'}"
76389,76390,Williamson_ether_synthesis,77904,"{23705, 24853}",Cc1cc(NC(=O)CO)cc(OCC(=O)N2CCCC2)c1,"{'Cc1cc(O)cc(NC(=O)CO)c1', 'O=C(CCl)N1CCCC1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd5ab6d0>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e32381db0>, <rdkit.Chem.rdchem.Mol object at 0x7f6e32381d60>}",Cc1cc(O)cc(NC(=O)CO)c1.O=C(CCl)N1CCCC1>>Cc1cc(NC(=O)CO)cc(OCC(=O)N2CCCC2)c1,"{'Cc1cc(NC(=O)CO)cc(OCC(=O)N2CCCC2)c1', 'Cc1cc(O)cc(NC(=O)CO)c1', 'O=C(CCl)N1CCCC1'}"
76390,76391,Williamson_ether_synthesis,77905,"{23705, 24853}",Cc1cc(O)cc(NC(=O)COCC(=O)N2CCCC2)c1,"{'Cc1cc(O)cc(NC(=O)CO)c1', 'O=C(CCl)N1CCCC1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd5ab720>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e32381e00>, <rdkit.Chem.rdchem.Mol object at 0x7f6e32381e50>}",Cc1cc(O)cc(NC(=O)CO)c1.O=C(CCl)N1CCCC1>>Cc1cc(O)cc(NC(=O)COCC(=O)N2CCCC2)c1,"{'Cc1cc(O)cc(NC(=O)CO)c1', 'O=C(CCl)N1CCCC1', 'Cc1cc(O)cc(NC(=O)COCC(=O)N2CCCC2)c1'}"
76414,76415,Williamson_ether_synthesis,77930,"{24778, 31743}",CCN(C)C(=O)COCC(=O)Nc1cc(OC)ccc1C,"{'CCN(C)C(=O)CCl', 'COc1ccc(C)c(NC(=O)CO)c1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd5abea0>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e32388d10>, <rdkit.Chem.rdchem.Mol object at 0x7f6e32388d60>}",CCN(C)C(=O)CCl.COc1ccc(C)c(NC(=O)CO)c1>>CCN(C)C(=O)COCC(=O)Nc1cc(OC)ccc1C,"{'CCN(C)C(=O)CCl', 'COc1ccc(C)c(NC(=O)CO)c1', 'CCN(C)C(=O)COCC(=O)Nc1cc(OC)ccc1C'}"
