,reaction_id,reaction_type,product_id,reactant_ids,product_smiles,reactant_smiles,product_mol,reactant_mols,reaction_smiles,participating_compounds
76418,76419,Williamson_ether_synthesis,77934,"{24782, 31743}",COc1ccc(C)c(NC(=O)COCC(=O)N2CCC2)c1,"{'COc1ccc(C)c(NC(=O)CO)c1', 'O=C(CCl)N1CCC1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd5b1040>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e32388f90>, <rdkit.Chem.rdchem.Mol object at 0x7f6e32391040>}",COc1ccc(C)c(NC(=O)CO)c1.O=C(CCl)N1CCC1>>COc1ccc(C)c(NC(=O)COCC(=O)N2CCC2)c1,"{'COc1ccc(C)c(NC(=O)COCC(=O)N2CCC2)c1', 'COc1ccc(C)c(NC(=O)CO)c1', 'O=C(CCl)N1CCC1'}"
76426,76427,Williamson_ether_synthesis,77942,"{21208, 25103}",O=C(CO)Nc1cccc(OCC(=O)N2CCCCC2)c1,"{'O=C(CCl)N1CCCCC1', 'O=C(CO)Nc1cccc(O)c1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd5b12c0>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e32391540>, <rdkit.Chem.rdchem.Mol object at 0x7f6e323914f0>}",O=C(CCl)N1CCCCC1.O=C(CO)Nc1cccc(O)c1>>O=C(CO)Nc1cccc(OCC(=O)N2CCCCC2)c1,"{'O=C(CCl)N1CCCCC1', 'O=C(CO)Nc1cccc(O)c1', 'O=C(CO)Nc1cccc(OCC(=O)N2CCCCC2)c1'}"
76439,76440,Williamson_ether_synthesis,77956,"{23705, 24831}",CCN(CC)C(=O)COc1cc(C)cc(NC(=O)CO)c1,"{'CCN(CC)C(=O)CCl', 'Cc1cc(O)cc(NC(=O)CO)c1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd5b16d0>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e32391d10>, <rdkit.Chem.rdchem.Mol object at 0x7f6e32391cc0>}",CCN(CC)C(=O)CCl.Cc1cc(O)cc(NC(=O)CO)c1>>CCN(CC)C(=O)COc1cc(C)cc(NC(=O)CO)c1,"{'CCN(CC)C(=O)CCl', 'Cc1cc(O)cc(NC(=O)CO)c1', 'CCN(CC)C(=O)COc1cc(C)cc(NC(=O)CO)c1'}"
76440,76441,Williamson_ether_synthesis,77957,"{23705, 24831}",CCN(CC)C(=O)COCC(=O)Nc1cc(C)cc(O)c1,"{'CCN(CC)C(=O)CCl', 'Cc1cc(O)cc(NC(=O)CO)c1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd5b1720>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e32391db0>, <rdkit.Chem.rdchem.Mol object at 0x7f6e32391d60>}",CCN(CC)C(=O)CCl.Cc1cc(O)cc(NC(=O)CO)c1>>CCN(CC)C(=O)COCC(=O)Nc1cc(C)cc(O)c1,"{'CCN(CC)C(=O)CCl', 'Cc1cc(O)cc(NC(=O)CO)c1', 'CCN(CC)C(=O)COCC(=O)Nc1cc(C)cc(O)c1'}"
76441,76442,Williamson_ether_synthesis,77958,"{23705, 24786}",Cc1cc(NC(=O)CO)cc(OCC(=O)N(C)C(C)C)c1,"{'Cc1cc(O)cc(NC(=O)CO)c1', 'CC(C)N(C)C(=O)CCl'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd5b1770>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e32391e00>, <rdkit.Chem.rdchem.Mol object at 0x7f6e32391e50>}",Cc1cc(O)cc(NC(=O)CO)c1.CC(C)N(C)C(=O)CCl>>Cc1cc(NC(=O)CO)cc(OCC(=O)N(C)C(C)C)c1,"{'Cc1cc(NC(=O)CO)cc(OCC(=O)N(C)C(C)C)c1', 'Cc1cc(O)cc(NC(=O)CO)c1', 'CC(C)N(C)C(=O)CCl'}"
76442,76443,Williamson_ether_synthesis,77959,"{23705, 24786}",Cc1cc(O)cc(NC(=O)COCC(=O)N(C)C(C)C)c1,"{'Cc1cc(O)cc(NC(=O)CO)c1', 'CC(C)N(C)C(=O)CCl'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd5b17c0>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e32391ea0>, <rdkit.Chem.rdchem.Mol object at 0x7f6e32391ef0>}",Cc1cc(O)cc(NC(=O)CO)c1.CC(C)N(C)C(=O)CCl>>Cc1cc(O)cc(NC(=O)COCC(=O)N(C)C(C)C)c1,"{'Cc1cc(O)cc(NC(=O)COCC(=O)N(C)C(C)C)c1', 'Cc1cc(O)cc(NC(=O)CO)c1', 'CC(C)N(C)C(=O)CCl'}"
76757,76758,Williamson_ether_synthesis,78275,"{21208, 25594}",CC1CCCCN1C(=O)COc1cccc(NC(=O)CO)c1,"{'CC1CCCCN1C(=O)CCl', 'O=C(CO)Nc1cccc(O)c1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd55bc70>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e32302810>, <rdkit.Chem.rdchem.Mol object at 0x7f6e323027c0>}",CC1CCCCN1C(=O)CCl.O=C(CO)Nc1cccc(O)c1>>CC1CCCCN1C(=O)COc1cccc(NC(=O)CO)c1,"{'CC1CCCCN1C(=O)CCl', 'O=C(CO)Nc1cccc(O)c1', 'CC1CCCCN1C(=O)COc1cccc(NC(=O)CO)c1'}"
76767,76768,Williamson_ether_synthesis,78285,"{24853, 31743}",COc1ccc(C)c(NC(=O)COCC(=O)N2CCCC2)c1,"{'COc1ccc(C)c(NC(=O)CO)c1', 'O=C(CCl)N1CCCC1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd55bf90>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e32302e00>, <rdkit.Chem.rdchem.Mol object at 0x7f6e32302e50>}",COc1ccc(C)c(NC(=O)CO)c1.O=C(CCl)N1CCCC1>>COc1ccc(C)c(NC(=O)COCC(=O)N2CCCC2)c1,"{'COc1ccc(C)c(NC(=O)CO)c1', 'COc1ccc(C)c(NC(=O)COCC(=O)N2CCCC2)c1', 'O=C(CCl)N1CCCC1'}"
76770,76771,Williamson_ether_synthesis,78288,"{24786, 31743}",COc1ccc(C)c(NC(=O)COCC(=O)N(C)C(C)C)c1,"{'COc1ccc(C)c(NC(=O)CO)c1', 'CC(C)N(C)C(=O)CCl'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd5620e0>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e3230b090>, <rdkit.Chem.rdchem.Mol object at 0x7f6e3230b040>}",COc1ccc(C)c(NC(=O)CO)c1.CC(C)N(C)C(=O)CCl>>COc1ccc(C)c(NC(=O)COCC(=O)N(C)C(C)C)c1,"{'COc1ccc(C)c(NC(=O)COCC(=O)N(C)C(C)C)c1', 'COc1ccc(C)c(NC(=O)CO)c1', 'CC(C)N(C)C(=O)CCl'}"
76771,76772,Williamson_ether_synthesis,78289,"{24831, 31743}",CCN(CC)C(=O)COCC(=O)Nc1cc(OC)ccc1C,"{'CCN(CC)C(=O)CCl', 'COc1ccc(C)c(NC(=O)CO)c1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd562130>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e3230b130>, <rdkit.Chem.rdchem.Mol object at 0x7f6e3230b0e0>}",CCN(CC)C(=O)CCl.COc1ccc(C)c(NC(=O)CO)c1>>CCN(CC)C(=O)COCC(=O)Nc1cc(OC)ccc1C,"{'CCN(CC)C(=O)CCl', 'COc1ccc(C)c(NC(=O)CO)c1', 'CCN(CC)C(=O)COCC(=O)Nc1cc(OC)ccc1C'}"
76791,76792,Williamson_ether_synthesis,78309,"{21208, 25628}",C=CCN(CC=C)C(=O)COc1cccc(NC(=O)CO)c1,"{'O=C(CO)Nc1cccc(O)c1', 'C=CCN(CC=C)C(=O)CCl'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd562770>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e3230bdb0>, <rdkit.Chem.rdchem.Mol object at 0x7f6e3230bd60>}",O=C(CO)Nc1cccc(O)c1.C=CCN(CC=C)C(=O)CCl>>C=CCN(CC=C)C(=O)COc1cccc(NC(=O)CO)c1,"{'O=C(CO)Nc1cccc(O)c1', 'C=CCN(CC=C)C(=O)CCl', 'C=CCN(CC=C)C(=O)COc1cccc(NC(=O)CO)c1'}"
76801,76802,Williamson_ether_synthesis,78319,"{21208, 25568}",CC(Oc1cccc(NC(=O)CO)c1)C(=O)N1CCNC1=O,"{'O=C(CO)Nc1cccc(O)c1', 'CC(Cl)C(=O)N1CCNC1=O'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd562a90>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e32313400>, <rdkit.Chem.rdchem.Mol object at 0x7f6e32313450>}",O=C(CO)Nc1cccc(O)c1.CC(Cl)C(=O)N1CCNC1=O>>CC(Oc1cccc(NC(=O)CO)c1)C(=O)N1CCNC1=O,"{'CC(Oc1cccc(NC(=O)CO)c1)C(=O)N1CCNC1=O', 'O=C(CO)Nc1cccc(O)c1', 'CC(Cl)C(=O)N1CCNC1=O'}"
76829,76830,Williamson_ether_synthesis,78347,"{21208, 25592}",CC1CCN(C(=O)COc2cccc(NC(=O)CO)c2)CC1,"{'CC1CCN(C(=O)CCl)CC1', 'O=C(CO)Nc1cccc(O)c1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd5693b0>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e3231a630>, <rdkit.Chem.rdchem.Mol object at 0x7f6e3231a5e0>}",CC1CCN(C(=O)CCl)CC1.O=C(CO)Nc1cccc(O)c1>>CC1CCN(C(=O)COc2cccc(NC(=O)CO)c2)CC1,"{'CC1CCN(C(=O)CCl)CC1', 'O=C(CO)Nc1cccc(O)c1', 'CC1CCN(C(=O)COc2cccc(NC(=O)CO)c2)CC1'}"
76843,76844,Williamson_ether_synthesis,78361,"{21208, 25560}",O=C1CN(C(=O)COc2cccc(NC(=O)CO)c2)CCN1,"{'O=C(CO)Nc1cccc(O)c1', 'O=C1CN(C(=O)CCl)CCN1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd569810>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e3231aea0>, <rdkit.Chem.rdchem.Mol object at 0x7f6e3231aef0>}",O=C(CO)Nc1cccc(O)c1.O=C1CN(C(=O)CCl)CCN1>>O=C1CN(C(=O)COc2cccc(NC(=O)CO)c2)CCN1,"{'O=C(CO)Nc1cccc(O)c1', 'O=C1CN(C(=O)COc2cccc(NC(=O)CO)c2)CCN1', 'O=C1CN(C(=O)CCl)CCN1'}"
76988,76989,Williamson_ether_synthesis,78506,"{21208, 25625}",CCCN(CCC)C(=O)COc1cccc(NC(=O)CO)c1,"{'CCCN(CCC)C(=O)CCl', 'O=C(CO)Nc1cccc(O)c1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd57e680>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e322d0b80>, <rdkit.Chem.rdchem.Mol object at 0x7f6e322d0bd0>}",CCCN(CCC)C(=O)CCl.O=C(CO)Nc1cccc(O)c1>>CCCN(CCC)C(=O)COc1cccc(NC(=O)CO)c1,"{'CCCN(CCC)C(=O)CCl', 'O=C(CO)Nc1cccc(O)c1', 'CCCN(CCC)C(=O)COc1cccc(NC(=O)CO)c1'}"
77091,77092,Williamson_ether_synthesis,78609,"{16258, 35740}",Cc1ccc(NC(=O)COCC(=O)N2CCOCC2)cc1O,"{'O=C(CCl)N1CCOCC1', 'Cc1ccc(NC(=O)CO)cc1O'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd58d770>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e322f2db0>, <rdkit.Chem.rdchem.Mol object at 0x7f6e322f2d60>}",O=C(CCl)N1CCOCC1.Cc1ccc(NC(=O)CO)cc1O>>Cc1ccc(NC(=O)COCC(=O)N2CCOCC2)cc1O,"{'O=C(CCl)N1CCOCC1', 'Cc1ccc(NC(=O)COCC(=O)N2CCOCC2)cc1O', 'Cc1ccc(NC(=O)CO)cc1O'}"
77164,77165,Williamson_ether_synthesis,78682,"{16258, 22445}",O=C(COCC(=O)N1CCOCC1)Nc1cc(O)ccc1F,"{'O=C(CO)Nc1cc(O)ccc1F', 'O=C(CCl)N1CCOCC1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd514ea0>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e3228ac20>, <rdkit.Chem.rdchem.Mol object at 0x7f6e3228ac70>}",O=C(CO)Nc1cc(O)ccc1F.O=C(CCl)N1CCOCC1>>O=C(COCC(=O)N1CCOCC1)Nc1cc(O)ccc1F,"{'O=C(CO)Nc1cc(O)ccc1F', 'O=C(CCl)N1CCOCC1', 'O=C(COCC(=O)N1CCOCC1)Nc1cc(O)ccc1F'}"
77191,77192,Williamson_ether_synthesis,78709,"{25121, 31627}",CCCCN(C)C(=O)COc1ccc(C)c(NC(=O)CO)c1,"{'CCCCN(C)C(=O)CCl', 'Cc1ccc(O)cc1NC(=O)CO'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd51b770>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e32295db0>, <rdkit.Chem.rdchem.Mol object at 0x7f6e32295d60>}",CCCCN(C)C(=O)CCl.Cc1ccc(O)cc1NC(=O)CO>>CCCCN(C)C(=O)COc1ccc(C)c(NC(=O)CO)c1,"{'CCCCN(C)C(=O)CCl', 'CCCCN(C)C(=O)COc1ccc(C)c(NC(=O)CO)c1', 'Cc1ccc(O)cc1NC(=O)CO'}"
77193,77194,Williamson_ether_synthesis,78711,"{25121, 31627}",CCCCN(C)C(=O)COCC(=O)Nc1cc(O)ccc1C,"{'CCCCN(C)C(=O)CCl', 'Cc1ccc(O)cc1NC(=O)CO'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd51b810>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e32295ea0>, <rdkit.Chem.rdchem.Mol object at 0x7f6e32295ef0>}",CCCCN(C)C(=O)CCl.Cc1ccc(O)cc1NC(=O)CO>>CCCCN(C)C(=O)COCC(=O)Nc1cc(O)ccc1C,"{'CCCCN(C)C(=O)CCl', 'CCCCN(C)C(=O)COCC(=O)Nc1cc(O)ccc1C', 'Cc1ccc(O)cc1NC(=O)CO'}"
77194,77195,Williamson_ether_synthesis,78712,"{25115, 31627}",CCN(CC)C(=O)C(C)OCC(=O)Nc1cc(O)ccc1C,"{'CCN(CC)C(=O)C(C)Cl', 'Cc1ccc(O)cc1NC(=O)CO'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd51b860>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e32295f90>, <rdkit.Chem.rdchem.Mol object at 0x7f6e32295f40>}",CCN(CC)C(=O)C(C)Cl.Cc1ccc(O)cc1NC(=O)CO>>CCN(CC)C(=O)C(C)OCC(=O)Nc1cc(O)ccc1C,"{'CCN(CC)C(=O)C(C)OCC(=O)Nc1cc(O)ccc1C', 'CCN(CC)C(=O)C(C)Cl', 'Cc1ccc(O)cc1NC(=O)CO'}"
77197,77198,Williamson_ether_synthesis,78715,"{16258, 31627}",Cc1ccc(O)cc1NC(=O)COCC(=O)N1CCOCC1,"{'O=C(CCl)N1CCOCC1', 'Cc1ccc(O)cc1NC(=O)CO'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd51b950>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e3229c180>, <rdkit.Chem.rdchem.Mol object at 0x7f6e3229c1d0>}",O=C(CCl)N1CCOCC1.Cc1ccc(O)cc1NC(=O)CO>>Cc1ccc(O)cc1NC(=O)COCC(=O)N1CCOCC1,"{'O=C(CCl)N1CCOCC1', 'Cc1ccc(O)cc1NC(=O)COCC(=O)N1CCOCC1', 'Cc1ccc(O)cc1NC(=O)CO'}"
77198,77199,Williamson_ether_synthesis,78716,"{25115, 31627}",CCN(CC)C(=O)C(C)Oc1ccc(C)c(NC(=O)CO)c1,"{'CCN(CC)C(=O)C(C)Cl', 'Cc1ccc(O)cc1NC(=O)CO'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd51b9a0>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e3229c220>, <rdkit.Chem.rdchem.Mol object at 0x7f6e3229c270>}",CCN(CC)C(=O)C(C)Cl.Cc1ccc(O)cc1NC(=O)CO>>CCN(CC)C(=O)C(C)Oc1ccc(C)c(NC(=O)CO)c1,"{'CCN(CC)C(=O)C(C)Cl', 'CCN(CC)C(=O)C(C)Oc1ccc(C)c(NC(=O)CO)c1', 'Cc1ccc(O)cc1NC(=O)CO'}"
77201,77202,Williamson_ether_synthesis,78719,"{31627, 25117}",CC(=O)C(OCC(=O)Nc1cc(O)ccc1C)C(=O)N(C)C,"{'CC(=O)C(Cl)C(=O)N(C)C', 'Cc1ccc(O)cc1NC(=O)CO'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd51ba90>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e3229c400>, <rdkit.Chem.rdchem.Mol object at 0x7f6e3229c450>}",CC(=O)C(Cl)C(=O)N(C)C.Cc1ccc(O)cc1NC(=O)CO>>CC(=O)C(OCC(=O)Nc1cc(O)ccc1C)C(=O)N(C)C,"{'CC(=O)C(Cl)C(=O)N(C)C', 'CC(=O)C(OCC(=O)Nc1cc(O)ccc1C)C(=O)N(C)C', 'Cc1ccc(O)cc1NC(=O)CO'}"
77209,77210,Williamson_ether_synthesis,78727,"{31627, 25117}",CC(=O)C(Oc1ccc(C)c(NC(=O)CO)c1)C(=O)N(C)C,"{'CC(=O)C(Cl)C(=O)N(C)C', 'Cc1ccc(O)cc1NC(=O)CO'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd51bd10>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e3229c900>, <rdkit.Chem.rdchem.Mol object at 0x7f6e3229c950>}",CC(=O)C(Cl)C(=O)N(C)C.Cc1ccc(O)cc1NC(=O)CO>>CC(=O)C(Oc1ccc(C)c(NC(=O)CO)c1)C(=O)N(C)C,"{'CC(=O)C(Cl)C(=O)N(C)C', 'CC(=O)C(Oc1ccc(C)c(NC(=O)CO)c1)C(=O)N(C)C', 'Cc1ccc(O)cc1NC(=O)CO'}"
77211,77212,Williamson_ether_synthesis,78729,"{31627, 25087}",Cc1ccc(O)cc1NC(=O)COCC(=O)N1CCNC1=O,"{'O=C(CCl)N1CCNC1=O', 'Cc1ccc(O)cc1NC(=O)CO'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd51bdb0>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e3229ca90>, <rdkit.Chem.rdchem.Mol object at 0x7f6e3229ca40>}",O=C(CCl)N1CCNC1=O.Cc1ccc(O)cc1NC(=O)CO>>Cc1ccc(O)cc1NC(=O)COCC(=O)N1CCNC1=O,"{'O=C(CCl)N1CCNC1=O', 'Cc1ccc(O)cc1NC(=O)COCC(=O)N1CCNC1=O', 'Cc1ccc(O)cc1NC(=O)CO'}"
77219,77220,Williamson_ether_synthesis,78737,"{23705, 25117}",CC(=O)C(Oc1cc(C)cc(NC(=O)CO)c1)C(=O)N(C)C,"{'CC(=O)C(Cl)C(=O)N(C)C', 'Cc1cc(O)cc(NC(=O)CO)c1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd523090>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e3229cf90>, <rdkit.Chem.rdchem.Mol object at 0x7f6e3229cf40>}",CC(=O)C(Cl)C(=O)N(C)C.Cc1cc(O)cc(NC(=O)CO)c1>>CC(=O)C(Oc1cc(C)cc(NC(=O)CO)c1)C(=O)N(C)C,"{'CC(=O)C(Cl)C(=O)N(C)C', 'CC(=O)C(Oc1cc(C)cc(NC(=O)CO)c1)C(=O)N(C)C', 'Cc1cc(O)cc(NC(=O)CO)c1'}"
77221,77222,Williamson_ether_synthesis,78739,"{23705, 25117}",CC(=O)C(OCC(=O)Nc1cc(C)cc(O)c1)C(=O)N(C)C,"{'CC(=O)C(Cl)C(=O)N(C)C', 'Cc1cc(O)cc(NC(=O)CO)c1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd523130>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e322a7130>, <rdkit.Chem.rdchem.Mol object at 0x7f6e322a70e0>}",CC(=O)C(Cl)C(=O)N(C)C.Cc1cc(O)cc(NC(=O)CO)c1>>CC(=O)C(OCC(=O)Nc1cc(C)cc(O)c1)C(=O)N(C)C,"{'CC(=O)C(Cl)C(=O)N(C)C', 'Cc1cc(O)cc(NC(=O)CO)c1', 'CC(=O)C(OCC(=O)Nc1cc(C)cc(O)c1)C(=O)N(C)C'}"
77246,77247,Williamson_ether_synthesis,78764,"{23705, 25121}",CCCCN(C)C(=O)COc1cc(C)cc(NC(=O)CO)c1,"{'CCCCN(C)C(=O)CCl', 'Cc1cc(O)cc(NC(=O)CO)c1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd523900>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e322af130>, <rdkit.Chem.rdchem.Mol object at 0x7f6e322af0e0>}",CCCCN(C)C(=O)CCl.Cc1cc(O)cc(NC(=O)CO)c1>>CCCCN(C)C(=O)COc1cc(C)cc(NC(=O)CO)c1,"{'CCCCN(C)C(=O)COc1cc(C)cc(NC(=O)CO)c1', 'CCCCN(C)C(=O)CCl', 'Cc1cc(O)cc(NC(=O)CO)c1'}"
77250,77251,Williamson_ether_synthesis,78768,"{23705, 25025}",Cc1cc(NC(=O)CO)cc(OC(C)C(=O)N2CCCC2)c1,"{'CC(Cl)C(=O)N1CCCC1', 'Cc1cc(O)cc(NC(=O)CO)c1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd523a40>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e322af3b0>, <rdkit.Chem.rdchem.Mol object at 0x7f6e322af360>}",CC(Cl)C(=O)N1CCCC1.Cc1cc(O)cc(NC(=O)CO)c1>>Cc1cc(NC(=O)CO)cc(OC(C)C(=O)N2CCCC2)c1,"{'CC(Cl)C(=O)N1CCCC1', 'Cc1cc(NC(=O)CO)cc(OC(C)C(=O)N2CCCC2)c1', 'Cc1cc(O)cc(NC(=O)CO)c1'}"
77266,77267,Williamson_ether_synthesis,78784,"{23705, 16258}",Cc1cc(O)cc(NC(=O)COCC(=O)N2CCOCC2)c1,"{'O=C(CCl)N1CCOCC1', 'Cc1cc(O)cc(NC(=O)CO)c1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd523f40>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e322afdb0>, <rdkit.Chem.rdchem.Mol object at 0x7f6e322afd60>}",O=C(CCl)N1CCOCC1.Cc1cc(O)cc(NC(=O)CO)c1>>Cc1cc(O)cc(NC(=O)COCC(=O)N2CCOCC2)c1,"{'O=C(CCl)N1CCOCC1', 'Cc1cc(O)cc(NC(=O)CO)c1', 'Cc1cc(O)cc(NC(=O)COCC(=O)N2CCOCC2)c1'}"
77267,77268,Williamson_ether_synthesis,78785,"{23705, 25087}",Cc1cc(NC(=O)CO)cc(OCC(=O)N2CCNC2=O)c1,"{'O=C(CCl)N1CCNC1=O', 'Cc1cc(O)cc(NC(=O)CO)c1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd523f90>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e322afe00>, <rdkit.Chem.rdchem.Mol object at 0x7f6e322afe50>}",O=C(CCl)N1CCNC1=O.Cc1cc(O)cc(NC(=O)CO)c1>>Cc1cc(NC(=O)CO)cc(OCC(=O)N2CCNC2=O)c1,"{'O=C(CCl)N1CCNC1=O', 'Cc1cc(O)cc(NC(=O)CO)c1', 'Cc1cc(NC(=O)CO)cc(OCC(=O)N2CCNC2=O)c1'}"
77268,77269,Williamson_ether_synthesis,78786,"{23705, 25087}",Cc1cc(O)cc(NC(=O)COCC(=O)N2CCNC2=O)c1,"{'O=C(CCl)N1CCNC1=O', 'Cc1cc(O)cc(NC(=O)CO)c1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd529040>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e322afea0>, <rdkit.Chem.rdchem.Mol object at 0x7f6e322afef0>}",O=C(CCl)N1CCNC1=O.Cc1cc(O)cc(NC(=O)CO)c1>>Cc1cc(O)cc(NC(=O)COCC(=O)N2CCNC2=O)c1,"{'O=C(CCl)N1CCNC1=O', 'Cc1cc(O)cc(NC(=O)CO)c1', 'Cc1cc(O)cc(NC(=O)COCC(=O)N2CCNC2=O)c1'}"
77269,77270,Williamson_ether_synthesis,78787,"{23705, 25103}",Cc1cc(NC(=O)CO)cc(OCC(=O)N2CCCCC2)c1,"{'O=C(CCl)N1CCCCC1', 'Cc1cc(O)cc(NC(=O)CO)c1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd529090>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e322aff90>, <rdkit.Chem.rdchem.Mol object at 0x7f6e322aff40>}",O=C(CCl)N1CCCCC1.Cc1cc(O)cc(NC(=O)CO)c1>>Cc1cc(NC(=O)CO)cc(OCC(=O)N2CCCCC2)c1,"{'O=C(CCl)N1CCCCC1', 'Cc1cc(NC(=O)CO)cc(OCC(=O)N2CCCCC2)c1', 'Cc1cc(O)cc(NC(=O)CO)c1'}"
77270,77271,Williamson_ether_synthesis,78788,"{23705, 25103}",Cc1cc(O)cc(NC(=O)COCC(=O)N2CCCCC2)c1,"{'O=C(CCl)N1CCCCC1', 'Cc1cc(O)cc(NC(=O)CO)c1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd5290e0>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e322b6090>, <rdkit.Chem.rdchem.Mol object at 0x7f6e322b6040>}",O=C(CCl)N1CCCCC1.Cc1cc(O)cc(NC(=O)CO)c1>>Cc1cc(O)cc(NC(=O)COCC(=O)N2CCCCC2)c1,"{'O=C(CCl)N1CCCCC1', 'Cc1cc(O)cc(NC(=O)COCC(=O)N2CCCCC2)c1', 'Cc1cc(O)cc(NC(=O)CO)c1'}"
77277,77278,Williamson_ether_synthesis,78795,"{23705, 25121}",CCCCN(C)C(=O)COCC(=O)Nc1cc(C)cc(O)c1,"{'CCCCN(C)C(=O)CCl', 'Cc1cc(O)cc(NC(=O)CO)c1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd529310>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e322b64a0>, <rdkit.Chem.rdchem.Mol object at 0x7f6e322b64f0>}",CCCCN(C)C(=O)CCl.Cc1cc(O)cc(NC(=O)CO)c1>>CCCCN(C)C(=O)COCC(=O)Nc1cc(C)cc(O)c1,"{'CCCCN(C)C(=O)COCC(=O)Nc1cc(C)cc(O)c1', 'CCCCN(C)C(=O)CCl', 'Cc1cc(O)cc(NC(=O)CO)c1'}"
77279,77280,Williamson_ether_synthesis,78797,"{31627, 25103}",Cc1ccc(OCC(=O)N2CCCCC2)cc1NC(=O)CO,"{'O=C(CCl)N1CCCCC1', 'Cc1ccc(O)cc1NC(=O)CO'}",<rdkit.Chem.rdchem.Mol object at 0x7f6efd5293b0>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6e322b6630>, <rdkit.Chem.rdchem.Mol object at 0x7f6e322b65e0>}",O=C(CCl)N1CCCCC1.Cc1ccc(O)cc1NC(=O)CO>>Cc1ccc(OCC(=O)N2CCCCC2)cc1NC(=O)CO,"{'O=C(CCl)N1CCCCC1', 'Cc1ccc(OCC(=O)N2CCCCC2)cc1NC(=O)CO', 'Cc1ccc(O)cc1NC(=O)CO'}"
